obs_cancelamento;data_cancelamento
Importado Cancelado do SGP;15/07/2014
Importado Cancelado do SGP;15/07/2014
Importado Cancelado do SGP;15/07/2014
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;28/05/2019
Importado Cancelado do SGP;10/12/2013
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;02/07/2014
Importado Cancelado do SGP;02/07/2014
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Importado Cancelado do SGP;16/05/2011
Importado Cancelado do SGP;17/01/2014
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;23/06/2016
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;17/01/2014
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;02/04/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;25/08/2014
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;09/11/2010
Importado Cancelado do SGP;09/11/2010
cliente solicitou cancelamento informando que se mudou para casa do seu irmão e no local ja tem internet.;17/06/2020
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;06/04/2016
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Importado Cancelado do SGP;31/07/2020
Importado Cancelado do SGP;10/08/2016
Importado Cancelado do SGP;10/08/2016
CLIENTE PEDIU CANCELAMENTO INFORMADO MUDANÇA DE ENDEREÇO PARA IPANGUAÇU, E NA SUA NOVA MORADIA JA TEM SERVIÇOS TELECAB. ENTREGOU OS EQUIPAMENTOS EM LOJA. JA PAGOU PROPORCIONAL. SOMENTE FINALIZAR O PROCESSO.;21/08/2023
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;18/08/2023
CLIENTE NÃO USA MAIS OS NOSSOS SERVIÇOS.;14/04/2021
cliente não utiliza mais os nossos serviços.;14/04/2021
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO QUE NÃO ESTÁ MAIS FAZENDO USO DOS SERVIÇO. TENTEI CONTATO, MAS NÃO ATENDEU AS CHAMADAS.;19/05/2020
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;16/06/2015
Importado Cancelado do SGP;16/06/2015
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;01/03/2019
CLIENTE SOLICITOU CANCELAMENTO POR PROBLEMAS FINANCEIROS, FOI OFERECIDO DESCONTO NA MENSALIDADE PENDENTE, FACILITANDO ASSIM O PAGAMENTO E NORMALIZAÇÃO DO SERVIÇO MAS NÃO QUIS POIS NÃO SABE SE TERÁ CONDIÇÕES DE MANTER. INFORMADO DO PRAZO DE DOIS MESES PARA REATIVAÇÃO SEM TAXA.;23/03/2020
Importado Cancelado do SGP;11/05/2017
Importado Cancelado do SGP;11/05/2017
Importado Cancelado do SGP;11/05/2017
Importado Cancelado do SGP;11/05/2017
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE O SERVIÇO TÁ SEM USO, TENTATIVAS DE CONTATO SEM SUCESSO, PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DE EQUIPAMENTO.;06/09/2023
Importado Cancelado do SGP;10/02/2020
Importado Cancelado do SGP;27/02/2019
CLIENTE SOLICITOU CANCELAMENTO POR INSATISFAÇÃO. FOI OFERECIDO VISITA TÉCNICA, MIGRAÇÃO E NOVOS PLANOS, MAS A TITULAR OPTOU PELO CANCELAMENTO.↵↵INFORMADA TAMBÉM DO PRAZO DE 3 MESES PARA REATIVAÇÃO SEM TAXA.;21/09/2020
CLIENTE SOLICITOU CANCELAMENTO POR INSATISFAÇÃO. FOI OFERECIDO VISITA TÉCNICA, MIGRAÇÃO E NOVOS PLANOS, MAS A TITULAR OPTOU PELO CANCELAMENTO.↵↵INFORMADA TAMBÉM DO PRAZO DE 3 MESES PARA REATIVAÇÃO SEM TAXA.;21/09/2020
CLIENTE SOLICITOU CANCELAMENTO POR INSATISFAÇÃO. FOI OFERECIDO VISITA TÉCNICA, MIGRAÇÃO E NOVOS PLANOS, MAS A TITULAR OPTOU PELO CANCELAMENTO.↵↵INFORMADA TAMBÉM DO PRAZO DE 3 MESES PARA REATIVAÇÃO SEM TAXA.;21/09/2020
Importado Cancelado do SGP;19/02/2019
CANCELADO POR INADIMPLÊNCIA REF AOS VENCIMENTOS DE JULHO E AGOSTO/MULTA REPOSIÇÃO DE EQUIPAMENTOS REF. AO EQUIPAMENTO BOX+FONTE + CONTROLE NÃO DEVOLVIDO ( CLIENTE SO POSSUI TV) 2 BOX;18/01/2024
Importado Cancelado do SGP;11/02/2016
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;21/05/2015
Importado Cancelado do SGP;21/05/2015
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente solicita cancelamento de cadastro, informando insatisfação com a conexão.↵Oferecido visita técnica para reparo, mas a mesma alega já está com outro provedor.↵Ciente do prazo de até 3 meses.↵?Gerado O.S para remoção de kit e termos de cancelamento.;11/05/2021
Importado Cancelado do SGP;19/02/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO PROBLEMAS FINANCEIROS. ESTÁ SEM CONDIÇÕES PARA MANTER O SERVIÇO.;01/07/2020
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;06/07/2016
Importado Cancelado do SGP;06/07/2016
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
a filha dele foi mora no mesmo endereço que já tem a internet telecab;22/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;11/02/2016
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;13/07/2016
CADASTRO SERÁ CANCELADO DEVIDO UNIFICA CADASTRO Cliente ID : 2922↵Nome/Razão Social : FRANCISCO ALVES DAS CHAGAS↵CPF/CNPJ: 13687476472;29/02/2020
Importado Cancelado do SGP;19/02/2020
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Importado Cancelado do SGP;04/07/2017
Importado Cancelado do SGP;08/08/2013
Importado Cancelado do SGP;23/03/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cancelamento por inadimplência.;04/02/2021
Cancelamento por inadimplência.;04/02/2021
Cancelamento por inadimplência.;04/02/2021
Importado Cancelado do SGP;02/10/2017
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO INSATISFAÇÃO COM O SERVIÇO. FOI OFERECIDO TROCA DE PLANO APÓS PAGAMENTO DO BOLETO EM ABERTO, MAS O MESMO INFORMA QUE JÁ CONTRATOU OUTRO PROVEDOR E OPTOU PELO CANCELAMENTO. FICOU CIENTE DO FINANCEIRO, DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO E QUE O CADASTRO SÓ SERÁ CANCELADO APÓS REMOÇÃO DE EQUIPAMENTO.;19/05/2023
CLIENTE CANCELADA. A CLIENTE VEIO A ÓBITO, MAS A FILHA DA TITULAR FICOU UTILIZANDO ATÉ O 15/02. CIENTE DO FINANCEIRO E DA PENDÊNCIA DE REMOÇÃO DOS EQUIPAMENTOS.;16/02/2024
Importado Cancelado do SGP;04/04/2018
Importado Cancelado do SGP;04/04/2018
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO MUDANÇA PARA UM PLANO MAIS ACESSÍVEL, COM PONTOS DE TV GRÁTIS. FOI INFORMADOS OS PLANOS DISPONÍVEIS PARA SUA LOCALIDADE, MAS OPTOU PELO CANCELAMENTO.;29/05/2020
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;11/02/2016
Importado Cancelado do SGP;11/02/2016
Importado Cancelado do SGP;11/02/2016
Importado Cancelado do SGP;12/06/2020
Importado Cancelado do SGP;14/03/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;09/11/2010
Importado Cancelado do SGP;09/11/2010
Importado Cancelado do SGP;05/07/2021
Importado Cancelado do SGP;05/07/2021
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;28/05/2019
Importado Cancelado do SGP;19/02/2019
Cancelado por inadimplência.;04/02/2021
Cancelado por inadimplência.;04/02/2021
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;01/03/2019
Importado Cancelado do SGP;07/01/2016
Importado Cancelado do SGP;07/01/2016
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;14/05/2016
Importado Cancelado do SGP;14/05/2016
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;20/06/2013
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;28/05/2019
Importado Cancelado do SGP;28/05/2019
Importado Cancelado do SGP;28/05/2019
Importado Cancelado do SGP;05/01/2017
Importado Cancelado do SGP;05/01/2017
Importado Cancelado do SGP;29/08/2022
Importado Cancelado do SGP;26/08/2019
plano desativado;08/03/2019
Importado Cancelado do SGP;26/01/2018
Importado Cancelado do SGP;26/01/2018
Importado Cancelado do SGP;19/02/2019
FAZER MIGRAÇÃO PARA STBX;19/02/2020
Importado Cancelado do SGP;12/02/2020
Importado Cancelado do SGP;01/03/2019
CANCELADO POR INADIMPLÊNCIA;15/10/2019
Importado Cancelado do SGP;19/02/2019
"CLIENTE NÃO RETIDA. SOLICITOU CANCELAMENTO VIA ESCRITÓRIO POR MOTIVO &quot;SEM USO&quot;. OFERTADA E NÃO ACEITA MUDANÇA DE TITULARIDADE. CIENTE DO FINACEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.";02/08/2024
Importado Cancelado do SGP;16/05/2019
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO MUDANÇA PARA NATAL.;03/06/2020
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;25/04/2019
Cliente solicitou o cancelamento do serviço o mesmo informou que esta indo embora da cidade.;30/07/2019
Importado Cancelado do SGP;14/10/2013
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;16/01/2018
Importado Cancelado do SGP;16/01/2018
Importado Cancelado do SGP;19/02/2019
CLIENTE VIA PLATAFORMA DESEJA CANCELAMENTO DO SERVIÇO POIS A PESSOA QUE UTILIZAVA O PONTO ADERIU A CONCORRENTE, NÃO ACEITOU DEMAIS OFERTAS, VAI MANTER O SEU OUTRO PONTO;10/05/2024
Cliente pediu cancelamento devido desejar mudar o plano para suportar suas tvs da pousada (que são 40), porém não damos esse suporte devido cada um de nossos equipamentos suportar apenas 3, tornando-se um plano muito caro para o mesmo.;05/06/2020
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;25/05/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;07/04/2015
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;28/05/2019
Importado Cancelado do SGP;19/02/2019
CANCELADO POR INADIMPLÊNCIA;05/05/2020
Importado Cancelado do SGP;27/02/2019
Importado Cancelado do SGP;18/07/2016
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;18/08/2015
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;11/02/2016
Importado Cancelado do SGP;11/02/2016
Importado Cancelado do SGP;25/07/2011
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;16/03/2016
Cliente solicitou cancelamento do contrato informando que não deseja migrar pra fibra. Realizado contato com a filha do titular e oferecido serviço combo, mas a cliente informou que já tem serviço instalado e optou por cancelamento. Ficou ciente da fatura em aberto cobrando proporcional de uso e prazo de 3 meses para ativação sem taxa de instalação.;19/03/2021
Importado Cancelado do SGP;25/09/2017
Importado Cancelado do SGP;25/09/2017
Importado Cancelado do SGP;25/09/2017
CANCELADO POR FALECIMENTO DO TITULAR.;02/04/2022
Importado Cancelado do SGP;20/06/2013
Importado Cancelado do SGP;17/06/2013
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;26/11/2019
Importado Cancelado do SGP;23/03/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Cliente solicitou cancelamento informando insatisfação com a banda contratada, pois foi realizados teste via wifi e o titular queria a entrega de 100% da banda contratada e só foi possível entregar no wifi 5G 50% no equipamento 2.4. ↵Ciente de que não restou nenhuma pendência financeira e da remoção do equipamento.;14/09/2023
Importado Cancelado do SGP;02/05/2016
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;19/02/2019
Cliente cancelado, pois não foi encontrado os contratos e possui débitos antigo. AUTORIZADO POR - SAMARA.;24/05/2019
Importado Cancelado do SGP;19/02/2019
SOLICITOU CANCELAMENTO. OPTOU POR CONTINUAR APENAS COM O PLANO DE INTERNET;05/10/2020
Importado Cancelado do SGP;05/10/2020
Importado Cancelado do SGP;03/04/2017
Importado Cancelado do SGP;03/04/2017
Importado Cancelado do SGP;03/12/2018
Importado Cancelado do SGP;03/12/2018
Importado Cancelado do SGP;03/12/2018
Importado Cancelado do SGP;14/01/2017
Importado Cancelado do SGP;14/01/2017
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;14/12/2020
Importado Cancelado do SGP;13/03/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO TER GANHADO UM PLANO CORTESIA COM OUTRO PROVEDOR. FOI INFORMADA DOS NOSSO PLANOS DE TV E INTERNET, E DO PRAZO DE DOIS MESES PARA REATIVAÇÃO SEM TAXA.;04/03/2020
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;09/12/2013
Importado Cancelado do SGP;09/04/2016
CLIENTE FAZIA USO DO SERVIÇO DE TV ANOLOGICA MAS NÃO TEVE INTERESSE NA MIGRAÇÃO DEVIDO A ALTERAÇÃO DE VALOR NA MENSALIDADE. FOI OFERECIDO OS NOVOS PLANOS, MAS COM A ADESÃO PARA OS 3 PONTOS, FICARIA INVIAVEL, OPTANDO ASSIM PELO CANCELAMENTO.;14/10/2020
Importado Cancelado do SGP;03/07/2013
Importado Cancelado do SGP;19/02/2019
Importado Cancelado do SGP;04/04/2017
Importado Cancelado do SGP;19/02/2019
